"AdviceID","AlgorithmID","DateCreated","LastUpDate","LastUpDate_XHTML","Advice","Advice_XHTML","PatientHealthInfo","AdviceSnap","AlgorithmOrder"
"4717","142","2001-01-07 16:53:28","2021-06-21 00:00:00","2016-03-07 18:49:36","SEE HCP (OR PCP TRIAGE) WITHIN 4 HOURS:
* IF OFFICE WILL BE OPEN: You need to be seen within the next 3 or 4 hours. Call your doctor (or NP/PA) now or as soon as the office opens.
* IF OFFICE WILL BE CLOSED AND NO PCP (PRIMARY CARE PROVIDER) SECOND-LEVEL TRIAGE: You need to be seen within the next 3 or 4 hours. A nearby Urgent Care Center (UCC) is often a good source of care. Another choice is to go to the ED. Go sooner if you become worse.
* IF OFFICE WILL BE CLOSED AND PCP SECOND-LEVEL TRIAGE REQUIRED: You may need to be seen. Your doctor (or NP/PA) will want to talk with you to decide what's best. I'll page the on-call provider now. If you haven't heard from the provider (or me) within 30 minutes, call again. NOTE: If on-call provider can't be reached, send to UCC or ED.

NOTE TO TRIAGER:
* Use nurse judgment to select the most appropriate source of care.
* Consider both the urgency of the patient's symptoms AND what resources may be needed to evaluate and manage the patient.

SOURCES OF CARE:
* ED: Patients who may need surgery or hospital admission need to be sent to an ED. So do most patients with serious symptoms or complex medical problems.
* UCC: Some UCCs can manage patients who are stable and have less serious symptoms (e.g., minor illnesses and injuries). The triager must know the UCC capabilities before sending a patient there. If unsure, call ahead.
* OFFICE: If patient sounds stable and not seriously ill, consult PCP (or follow your office policy) to see if patient can be seen NOW in office.","<strong>See HCP (or PCP Triage) Within 4 Hours:</strong><ul><li><strong>If Office Will Be Open:</strong> You need to be seen within the next 3 or 4 hours. Call your doctor (or NP/PA) now or as soon as the office opens.</li><li><strong>If Office Will Be Closed and No PCP (Primary Care Provider) Second-Level Triage:</strong> You need to be seen within the next 3 or 4 hours. A nearby Urgent Care Center (UCC) is often a good source of care. Another choice is to go to the ED. Go sooner if you become worse.</li><li><strong>If Office Will Be Closed and PCP Second-Level Triage Required:</strong> You may need to be seen. Your doctor (or NP/PA) will want to talk with you to decide what's best. I'll page the on-call provider now. If you haven't heard from the provider (or me) within 30 minutes, call again. <strong>Note:</strong> If on-call provider can't be reached, send to UCC or ED.</li></ul><strong>Note to Triager:</strong><ul><li>Use nurse judgment to select the most appropriate source of care.</li><li>Consider both the urgency of the patient's symptoms AND what resources may be needed to evaluate and manage the patient.</li></ul><strong>Sources of Care:</strong><ul><li><strong>ED:</strong> Patients who may need surgery or hospital admission need to be sent to an ED. So do most patients with serious symptoms or complex medical problems.</li><li><strong>UCC:</strong> Some UCCs can manage patients who are stable and have less serious symptoms (e.g., minor illnesses and injuries). The triager must know the UCC capabilities before sending a patient there. If unsure, call ahead.</li><li><strong>OFFICE:</strong> If patient sounds stable and not seriously ill, consult PCP (or follow your office policy) to see if patient can be seen NOW in office.</li></ul>","False","SEE HCP (OR PCP TRIAGE) WITHIN","43"
"4718","142","2001-01-07 16:53:28","2021-04-13 00:00:00","2016-03-07 18:51:12","SEE PCP WITHIN 24 HOURS: 
* IF OFFICE WILL BE OPEN: You need to be examined within the next 24 hours. Call your doctor (or NP/PA) when the office opens and make an appointment.
* IF OFFICE WILL BE CLOSED: You need to be seen within the next 24 hours. A clinic or an urgent care center is often a good source of care if your doctor's office is closed or you can't get an appointment.
* IF PATIENT HAS NO PCP: Refer patient to a clinic or urgent care center. Also try to help caller find a PCP for future care.

NOTE TO TRIAGER:
* Use nurse judgment to select the most appropriate source of care.
* Consider both the urgency of the patient's symptoms AND what resources may be needed to evaluate and manage the patient.","<strong>See PCP Within 24 Hours:</strong> <ul><li><strong>If Office Will Be Open:</strong> You need to be examined within the next 24 hours. Call your doctor (or NP/PA) when the office opens and make an appointment.</li><li><strong>If Office Will Be Closed:</strong> You need to be seen within the next 24 hours. A clinic or an urgent care center is often a good source of care if your doctor's office is closed or you can't get an appointment.</li><li><strong>If Patient Has No PCP:</strong> Refer patient to a clinic or urgent care center. Also try to help caller find a PCP for future care.</li></ul><strong>Note to Triager:</strong><ul><li>Use nurse judgment to select the most appropriate source of care.</li><li>Consider both the urgency of the patient's symptoms AND what resources may be needed to evaluate and manage the patient.</li></ul>","False","SEE PCP WITHIN 24 HOURS: 
* I","44"
"4719","142","2001-01-07 16:53:28","2021-04-13 00:00:00","2016-03-07 18:51:43","SEE PCP WITHIN 3 DAYS:
* You need to be seen within 2 or 3 days.
* PCP VISIT: Call your doctor (or NP/PA) during regular office hours and make an appointment. A clinic or urgent care center are good places to go for care if your doctor's office is closed or you can't get an appointment. NOTE: If office will be open tomorrow, tell caller to call then, not in 3 days.
* IF PATIENT HAS NO PCP: A clinic or urgent care center are good places to go for care if you do not have a primary care provider. NOTE: Try to help caller find a PCP for future care (e.g., use a physician referral line). Having a PCP or 'medical home' means better long-term care.","<strong>See PCP Within 3 Days:</strong><ul><li>You need to be seen within 2 or 3 days.</li><li><strong>PCP Visit:</strong> Call your doctor (or NP/PA) during regular office hours and make an appointment. A clinic or urgent care center are good places to go for care if your doctor's office is closed or you can't get an appointment. <strong>Note:</strong> If office will be open tomorrow, tell caller to call then, not in 3 days.</li><li><strong>If Patient Has No PCP:</strong> A clinic or urgent care center are good places to go for care if you do not have a primary care provider. <strong>Note:</strong> Try to help caller find a PCP for future care (e.g., use a physician referral line). Having a PCP or &quot;medical home&quot; means better long-term care.</li></ul>","False","SEE PCP WITHIN 3 DAYS:
* You ","45"
"4720","142","2001-01-07 16:53:28","2021-04-13 00:00:00","2012-07-21 03:39:14","SEE PCP WITHIN 2 WEEKS:
* You need to be seen for this ongoing problem within the next 2 weeks. 
* PCP VISIT: Call your doctor (or NP/PA) during regular office hours and make an appointment.
* IF PATIENT HAS NO PCP: A primary care clinic is where you need to be seen for chronic health problems. NOTE: Try to help caller find a PCP (e.g., use a physician referral line). Having a PCP or 'medical home' means better long-term care.","<strong>See PCP Within 2 Weeks:</strong><ul><li>You need to be seen for this ongoing problem within the next 2 weeks. </li><li><strong>PCP Visit:</strong> Call your doctor (or NP/PA) during regular office hours and make an appointment.</li><li><strong>If Patient Has No PCP:</strong> A primary care clinic is where you need to be seen for chronic health problems. <strong>Note:</strong> Try to help caller find a PCP (e.g., use a physician referral line). Having a PCP or &quot;medical home&quot; means better long-term care.</li></ul>","False","SEE PCP WITHIN 2 WEEKS:
* You","46"
"4721","142","2001-01-07 16:53:28","2021-04-13 00:00:00","2012-07-14 01:48:45","HOME CARE - INFORMATION OR ADVICE ONLY CALL.","<strong>Home Care - Information or Advice Only Call.</strong>","False","HOME CARE - INFORMATION OR ADV","47"
"4722","142","2001-01-07 16:53:28","2021-04-13 00:00:00","2012-07-13 23:41:36","HOME CARE: 
* You should be able to treat this at home.","<strong>Home Care:</strong> <ul><li>You should be able to treat this at home.</li></ul>","False","HOME CARE: 
* You should be a","48"
"4723","142","2001-01-07 16:53:28","2021-04-13 00:00:00","2012-07-06 00:59:47","CALL PCP NOW: 
* You need to discuss this with your doctor (or NP/PA).
* I'll page the on-call provider now. If you haven't heard from the provider (or me) within 30 minutes, call again.","<strong>Call PCP Now:</strong> <ul><li>You need to discuss this with your doctor (or NP/PA).</li><li>I'll page the on-call provider now. If you haven't heard from the provider (or me) within 30 minutes, call again.</li></ul>","False","CALL PCP NOW: 
* You need to ","49"
"4724","142","2001-01-07 16:53:28","2021-04-13 00:00:00","2012-07-06 02:20:21","CALL PCP WITHIN 24 HOURS: 
* You need to discuss this with your doctor (or NP/PA) within the next 24 hours.
* IF OFFICE WILL BE OPEN: Call the office when it opens tomorrow morning.
* IF OFFICE WILL BE CLOSED: I'll page the on-call provider now. EXCEPTION: from 9 pm to 9 am. Since this isn't urgent, we'll hold the page until morning.","<strong>Call PCP Within 24 Hours:</strong> <ul><li>You need to discuss this with your doctor (or NP/PA) within the next 24 hours.</li><li><strong>If Office Will Be Open:</strong> Call the office when it opens tomorrow morning.</li><li><strong>If Office Will Be Closed:</strong> I'll page the on-call provider now. <strong>Exception:</strong> from 9 pm to 9 am. Since this isn't urgent, we'll hold the page until morning.</li></ul>","False","CALL PCP WITHIN 24 HOURS: 
* ","50"
"4725","142","2001-01-07 16:53:28","2021-04-13 00:00:00","2012-07-06 01:24:40","CALL PCP WHEN OFFICE IS OPEN: 
* You need to discuss this with your doctor (or NP/PA) within the next few days.
* Call the office when it is open.","<strong>Call PCP When Office Is Open:</strong> <ul><li>You need to discuss this with your doctor (or NP/PA) within the next few days. </li><li>Call the office when it is open.</li></ul>","False","CALL PCP WHEN OFFICE IS OPEN: ","51"
"4726","142","2001-01-07 16:53:28","2021-06-23 00:00:00","2012-07-13 05:29:41","GO TO L&D NOW: 
* You need to be seen.
* Go to the Labor and Delivery Unit or the Emergency Department at __________ Hospital.
* Leave now. Drive carefully.","<strong>Go to L&amp;D Now:</strong> <ul><li>You need to be seen. </li><li>Go to the Labor and Delivery Unit or the Emergency Department at __________ Hospital. </li><li>Leave now. Drive carefully.</li></ul>","False","GO TO L&D NOW: 
* You need to","52"
"4727","142","2001-01-07 18:41:01","2020-10-03 00:00:00","2012-07-11 23:51:56","ANOTHER ADULT SHOULD DRIVE:
* It is better and safer if another adult drives instead of you.","<strong>Another Adult Should Drive:</strong><ul><li>It is better and safer if another adult drives instead of you.</li></ul>","True","ANOTHER ADULT SHOULD DRIVE:
*","80"
"4728","142","2001-01-07 18:41:03","2021-07-17 00:00:00","2012-07-03 02:38:35","BRING MEDICINES:
* Bring a list of your current medicines when you go to the Emergency Department (ER).
* Bring the pill bottles too. This will help the doctor (or NP/PA) to make certain you are taking the right medicines and the right dose.","<strong>Bring Medicines:</strong><ul><li>Bring a list of your current medicines when you go to the Emergency Department (ER).</li><li>Bring the pill bottles too. This will help the doctor (or NP/PA) to make certain you are taking the right medicines and the right dose.</li></ul>","True","BRING MEDICINES:
* Bring a li","81"
"4729","142","2001-01-07 18:53:24","2021-06-22 15:04:03","2012-08-27 12:26:11","CLEAR FLUIDS: 
* Drink more fluids.
* Sip water or a half-strength sports drink (e.g., Gatorade, Powerade; mix half and half with water).
* Other options: An oral rehydration solution (e.g., Pedialyte, Rehydralyte).","<strong>Clear Fluids:</strong> <ul><li>Drink more fluids.</li><li>Sip water or a half-strength sports drink (e.g., Gatorade, Powerade; mix half and half with water).</li><li><em>Other options:</em> An oral rehydration solution (e.g., Pedialyte, Rehydralyte). </li></ul>","True","CLEAR FLUIDS: 
* Drink more f","20"
"4730","142","2001-01-07 18:54:15","2020-08-23 00:00:00","2020-08-23 00:00:00","FEVER MEDICINES:
* For fevers above 101° F (38.3° C) take either acetaminophen or ibuprofen.
* They are over-the-counter (OTC) drugs that help treat both fever and pain. You can buy them at the drugstore.
* The goal of fever therapy is to bring the fever down to a comfortable level. Remember that fever medicine usually lowers fever 2 degrees F (1 - 1 1/2 degrees C).
* ACETAMINOPHEN REGULAR STRENGTH TYLENOL: Take 650 mg (two 325 mg pills) by mouth every 4-6 hours as needed. Each Regular Strength Tylenol pill has 325 mg of acetaminophen. The most you should take each day is 3,250 mg (10 pills a day).
* ACETAMINOPHEN - EXTRA STRENGTH TYLENOL: Take 1,000 mg (two 500 mg pills) every 8 hours as needed. Each Extra Strength Tylenol pill has 500 mg of acetaminophen. The most you should take each day is 3,000 mg (6 pills a day).
* IBUPROFEN (E.G., MOTRIN, ADVIL): Take 400 mg (two 200 mg pills) by mouth every 6 hours. The most you should take each day is 1,200 mg (six 200 mg pills), unless your doctor has told you to take more.","<strong>Fever Medicines:</strong><ul><li>For fevers above 101° F (38.3° C) take either acetaminophen or ibuprofen.</li><li>They are over-the-counter (OTC) drugs that help treat both fever and pain. You can buy them at the drugstore.</li><li>The goal of fever therapy is to bring the fever down to a comfortable level. Remember that fever medicine usually lowers fever 2 degrees F (1 - 1 1/2 degrees C).</li><li><strong>Acetaminophen Regular Strength Tylenol:</strong> Take 650 mg (two 325 mg pills) by mouth every 4-6 hours as needed. Each Regular Strength Tylenol pill has 325 mg of acetaminophen. The most you should take each day is 3,250 mg (10 pills a day).</li><li><strong>Acetaminophen - Extra Strength Tylenol:</strong> Take 1,000 mg (two 500 mg pills) every 8 hours as needed. Each Extra Strength Tylenol pill has 500 mg of acetaminophen. The most you should take each day is 3,000 mg (6 pills a day).</li><li><strong>Ibuprofen (e.g., Motrin, Advil):</strong> Take 400 mg (two 200 mg pills) by mouth every 6 hours. The most you should take each day is 1,200 mg (six 200 mg pills), unless your doctor has told you to take more.</li></ul>","True","FEVER MEDICINES:
* For fevers","1002"
"4732","142","2001-01-07 18:55:24","2021-07-30 00:00:00","2012-07-05 05:29:53","CALL BACK IF:
* You become worse","<strong>Call Back If:</strong><ul><li>You become worse</li></ul>","True","CALL BACK IF:
* You become wo","89"
"4734","142","2001-01-09 10:09:50","2021-06-22 14:36:07","2012-07-13 01:49:50","FLUID THERAPY DURING MILD TO MODERATE DIARRHEA:
* Drink more fluids, at least 8 to 10 cups daily. One cup equals 8 oz (240 ml).
* WATER: For mild to moderate diarrhea, water is often the best liquid to drink. You should also eat some salty foods (e.g., potato chips, pretzels, saltine crackers). This is important to make sure you are getting enough salt, sugars, and fluids to meet your body's needs.
* SPORTS DRINKS: You can also drink half-strength sports drinks (e.g., Gatorade, Powerade) to help treat and prevent dehydration. Mix the sports drink half and half with water.
* Avoid caffeinated beverages. Reason: Caffeine is mildly dehydrating.
* Avoid alcohol beverages (e.g., beer, wine, hard liquor).
* Avoid carbonated soft drinks (soda) as these can make your diarrhea worse.","<strong>Fluid Therapy During Mild to Moderate Diarrhea:</strong><ul><li>Drink more fluids, at least 8 to 10 cups daily. One cup equals 8 oz (240 ml).</li><li><strong>Water:</strong> For mild to moderate diarrhea, water is often the best liquid to drink. You should also eat some salty foods (e.g., potato chips, pretzels, saltine crackers). This is important to make sure you are getting enough salt, sugars, and fluids to meet your body's needs.</li><li><strong>Sports drinks:</strong> You can also drink half-strength sports drinks (e.g., Gatorade, Powerade) to help treat and prevent dehydration. Mix the sports drink half and half with water.</li><li><strong>Avoid</strong> caffeinated beverages. <em>Reason:</em> Caffeine is mildly dehydrating.</li><li><strong>Avoid</strong> alcohol beverages (e.g., beer, wine, hard liquor).</li><li><strong>Avoid</strong> carbonated soft drinks (soda) as these can make your diarrhea worse.</li></ul>","True","FLUID THERAPY DURING MILD TO M","3"
"4735","142","2001-01-09 10:26:38","2021-06-22 14:39:21","2012-07-18 04:47:16","FOOD AND NUTRITION DURING MILD TO MODERATE DIARRHEA:
* Maintaining some food intake during episodes of diarrhea is important.
* Begin with boiled starches / cereals (e.g., potatoes, rice, noodles, wheat, oats) with a small amount of salt to taste.
* You can also eat bananas, yogurt, crackers, soup.
* Eat smaller meals and snacks more often during the day rather than 3 larger meals.
* As the diarrhea starts to get better, you can slowly return to a normal diet.
* AVOID milk and dairy products if these make your diarrhea worse.
* AVOID greasy, fatty or spicy foods.","<strong>Food and Nutrition During Mild to Moderate Diarrhea:</strong><ul><li>Maintaining some food intake during episodes of diarrhea is important.</li><li>Begin with boiled starches / cereals (e.g., potatoes, rice, noodles, wheat, oats) with a small amount of salt to taste.</li><li>You can also eat bananas, yogurt, crackers, soup.</li><li>Eat smaller meals and snacks more often during the day rather than 3 larger meals.</li><li>As the diarrhea starts to get better, you can slowly return to a normal diet.</li><li><strong>Avoid</strong> milk and dairy products if these make your diarrhea worse.</li><li><strong>Avoid</strong> greasy, fatty or spicy foods.</li></ul>","True","FOOD AND NUTRITION DURING MILD","4"
"4736","142","2001-01-09 10:41:33","2021-06-21 09:47:14","2012-07-12 03:19:30","EXPECTED COURSE:
* Viral diarrhea lasts 4 to 7 days.
* It is usually worse on days 1 and 2.","<strong>Expected Course:</strong><ul><li>Viral diarrhea lasts 4 to 7 days.</li><li>It is usually worse on days 1 and 2.</li></ul>","True","EXPECTED COURSE:
* Viral diar","6"
